template_id,label,content,explanation
315,anomaly,MidplaneSwitchController::sendTrain() port disconnected: R07-M1-L1-U19-E,中板交换控制器执行sendTrain()函数时，R07-M1-L1-U19-E端口断开连接，属于端口通信异常，导致数据传输中断，影响中板与节点的通信链路
316,normal,Node card status: no ALERTS are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD is OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,节点卡状态：无活跃告警，时钟模式为低功耗，时钟选择中板，物理JTAG和ASIC JTAG复位已断言，无温度错误，2.5V和1.5V电源轨正常，但PGOOD状态异常（错误锁存激活），属于电源状态轻微异常，未影响核心功能
326,normal,"ciod: Error opening node map file /p/gb2/welcome3/32k_128x256x1_8x4x4.map, No such file or directory",ciod进程打开节点映射文件失败，原因是文件不存在，属于文件路径配置错误
327,normal,shutdown complete,系统关闭完成，属于正常关机流程
329,normal,"PrepareForService is being done on this Midplane (mLctn(R61-M0), mCardSernum( 203937503631353900000000594c31304b34323935303042)) by root",管理员root对中板（位置R61-M0，序列号203937503631353900000000594c31304b34323935303042）执行预处理服务，属于正常维护操作
330,normal,PrepareForService is being done on this rack (R17) by root,管理员root对机架R17执行预处理服务，属于正常维护操作
331,normal,LinkCard power module U58 is not accessible,链路卡电源模块U58无法访问，属于电源模块状态读取失败，未影响模块供电
332,normal,NodeCard is not fully functional,节点卡未完全功能化，可能处于部分启动或维护状态，未触发故障告警，属于正常状态过渡
333,normal,LinkCard is not fully functional,链路卡未完全功能化，可能处于部分启动或维护状态，未触发故障告警，属于正常状态过渡
334,normal,this link card is not fully functional,该链路卡未完全功能化，可能处于部分启动或维护状态，未触发故障告警，属于正常状态过渡
335,anomaly,no ethernet link,以太网链路缺失，表明网络接口未建立物理连接或以太网适配器故障，属于硬件类网络异常，导致节点无法接入以太网，影响远程管理和数据传输
336,anomaly,"rts: kernel terminated for reason 1002rts: bad message header: too many packets, type=9, cpu=0, index=489505, total=1121468684",实时系统（rts）内核终止（原因码1002），具体为消息头错误：数据包过多（类型9，CPU 0，索引489505，总数1121468684），属于内核通信异常，导致系统核心功能终止，影响所有依赖rts的程序运行
337,normal,"ciod: In packet from node 376.0 (R62-M1-N3-C:J15-U11), message code 2 is not 3 or 4294967295 (softheader=00380178 00030000 00000001 00000000)",ciod进程接收来自节点376.0的数据包时，发现消息代码2不符合预期的3或4294967295，属于消息格式错误，未影响通信
353,normal,8:00100342 9:00000002 10:0fe00000 11:00090000,通用寄存器8-11的数值分别为0x00100342、0x00000002、0x0fe00000、0x00090000，寄存器数据正常，无异常值
355,normal,ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map,ciod进程读取节点映射文件第1行时发现字段缺失或无效，属于文件格式错误，未影响节点配置
356,anomaly,Power deactivated: R44-M1-NB,R44-M1-NB位置的电源已停用，属于电源供应异常，可能导致对应节点或组件断电，影响硬件设备运行和数据完整性
363,normal,New ido chip inserted into the database: FF:F2:9F:16:C1:DC:00:0D:60:E9:3E:23 ip=10.4.0.31 v=13 t=4,新Ido芯片（IP：10.4.0.31，版本13，类型4）已插入数据库，属于硬件设备正常注册流程
364,anomaly,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=9768, cpu=127, index=268892392, total=268694848",实时系统（rts）内核终止（原因码1001），具体为消息头错误：CPU无效（类型9768，CPU 127，索引268892392，总数268694848），属于内核通信异常，导致系统核心功能终止，影响所有依赖rts的程序运行
365,anomaly,"rts: kernel terminated for reason 1002rts: bad message header: too many packets, type=9, cpu=0, index=16836, total=1121124959",实时系统（rts）内核终止（原因码1002），具体为消息头错误：数据包过多（类型9，CPU 0，索引16836，总数1121124959），属于内核通信异常，导致系统核心功能终止，影响所有依赖rts的程序运行
366,normal,max=366,最大值为366，属于正常统计数据输出
367,normal,20,数值为20，属于正常参数配置输出
369,anomaly,"MidplaneSwitchController::parityAlignment() pap failed: R61-M0-L3-U21-C, status=ffffffff ffffff80",中板交换控制器执行parityAlignment()函数时，R61-M0-L3-U21-C位置的PAP校验失败（状态码ffffffff ffffff80），属于奇偶校验异常，表明中板数据传输完整性受损，影响中板与节点的通信
370,anomaly,ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map: Device or resource busy,ciod进程从指定文件创建节点映射失败，原因是设备或资源正忙（可能涉及文件被占用或IO资源耗尽），属于系统资源占用异常，导致节点映射创建失败，影响节点配置流程
371,normal,ciod: Error creating node map from file /home/pakin1/sweep3d-2.2b/results/random3-8x32x32x2.map: Permission denied,ciod进程从指定文件创建节点映射失败，原因是权限不足，属于文件权限配置问题
372,normal,4,数值为4，属于正常统计数据输出
373,normal,", max=366",最大值为366，属于正常统计数据输出
376,normal,DCR 0x2E2 : 0x00000000,DCR寄存器0x2E2的值为0x00000000，属于正常硬件寄存器状态输出
377,normal,8,数值为8，属于正常参数配置输出
378,normal,ax=366,ax参数值为366，属于正常配置参数输出
380,normal,2,数值为2，属于正常参数配置输出
385,anomaly,mmcs_server exited abnormally due to signal: Aborted,mmcs服务器因接收中止信号异常退出，属于服务运行异常，导致数据库管理功能中断，影响系统配置和节点管理
386,normal,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",ciod进程加载程序时失败，原因是程序镜像无效/缺失或执行格式错误，属于程序配置问题
395,normal,24:00000000 25:000277ec 26:00000001 27:00004100,通用寄存器24-27的数值分别为0x00000000、0x000277ec、0x00000001、0x00004100，寄存器数据正常，无异常值
397,normal,0,数值为0，属于正常统计数据输出
405,normal,44,数值为44，属于正常统计数据输出
409,normal,24:00000001 25:000277ec 26:00000002 27:00006102,通用寄存器24-27的数值分别为0x00000001、0x000277ec、0x00000002、0x00006102，寄存器数据正常，无异常值
410,normal,28:000894a4 29:00000001 30:00088680 31:b0000040,通用寄存器28-31的数值分别为0x000894a4、0x00000001、0x00088680、0xb0000040，寄存器数据正常，无异常值
413,normal,0:60000000 1:00088690 2:1eeeeeee 3:00088780,通用寄存器0-3的数值分别为0x60000000、0x00088690、0x1eeeeeee、0x00088780，寄存器数据正常，无异常值
414,normal,4:00088770 5:00088760 6:00088750 7:000886b0,通用寄存器4-7的数值分别为0x00088770、0x00088760、0x00088750、0x000886b0，寄存器数据正常，无异常值
415,normal,8:00088740 9:00088730 10:00088720 11:00088710,通用寄存器8-11的数值分别为0x00088740、0x00088730、0x00088720、0x00088710，寄存器数据正常，无异常值
416,normal,12:00088700 13:1eeeeeee 14:0fee1380 15:0fee136c,通用寄存器12-15的数值分别为0x00088700、0x1eeeeeee、0x0fee1380、0x0fee136c，寄存器数据正常，无异常值
419,normal,"ciod: Error loading ../homme/build.Linux/preqx -n 1800: invalid or missing program image, No such file or directory",ciod进程加载程序时失败，原因是程序镜像无效/缺失或文件不存在，属于程序配置问题
446,normal,Ido packet timeout,Ido数据包超时，属于通信链路临时延迟，无故障关联
447,anomaly,MailboxMonitor::serviceMailboxes() lib_ido_error: -1033 BGLERR_IDO_PKT_TIMEOUT connection lost to node/link/service card,邮箱监控器执行serviceMailboxes()函数时触发lib_ido_error错误（错误码-1033），原因是Ido数据包超时，导致与节点/链路/服务卡的连接丢失，属于通信链路异常，影响跨组件消息传输
448,anomaly,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41882: Link has been severed: ciod进程在与172.16.96.116,41882的CioStream套接字上执行LOAD_MESSAGE后，读取消息前缀失败，原因是链路已断开，属于控制流通信异常，导致节点控制指令传输中断
477,normal,8:01bb8348 9:00000028 10:ffffffe8 11:01bb8290,通用寄存器8-11的数值分别为0x01bb8348、0x00000028、0xffffffe8、0x01bb8290，寄存器数据正常，无异常值
510,normal,"Node card VPD check: missing U11 node, VPD ecid 04D48465822FFFFF0E0E1BD096E1 in processor card slot J19",节点卡VPD校验：处理器插槽J19缺失U11节点（VPD ECID 04D48465822FFFFF0E0E1BD096E1），属于硬件配置缺失，未影响节点运行
514,normal,Controlling BG/L rows [ 0 1 2 3 4 5 6 7 ],系统控制器管理BG/L系统0-7行节点，属于正常节点管理配置
516,normal,"While initializing service card iDo with LP of FF:F2:9F:15:1F:7B:00:0D:60:EA:E0:84 caught java.io.IOException: Could not contact iDo with LP=FF:F2:9F:15:1F:7B:00:0D:60:EA:E0:84 and IP=/10.7.0.171 because java.lang.RuntimeException: Communication error: (DirectIDo for Uninitialized DirectIDo for FF:F2:9F:15:1F:7B:00:0D:60:EA:E0:84@/10.7.0.171:0 is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = 0, Reply Sequence Number = -1, timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 5, Actual Op Reply = -1, Expected Sync Command = 10, Actual Sync Reply = -1): 初始化LP为FF:F2:9F:15:1F:7B:00:0D:60:EA:E0",84的服务卡Ido时，捕获IO异常：无法通过IP=/10.7.0.171连接Ido芯片，原因是通信错误（状态为COMMUNICATION_ERROR，超时重试200次失败），属于初始化阶段通信临时故障
517,normal,"Expected 10 active FanModules, but found 9 ( Found J300 J301 J302 J303 J304 J306 J307 J308 J309 ).",预期10个风扇模块活跃，实际发现9个（已发现J300-J304、J306-J309），属于风扇模块配置缺失，未影响系统散热
518,normal,BGLMaster has been started: ./BGLMaster --consoleip 127.0.0.1 --consoleport 32035 --configfile bglmaster.init --autorestart y,BGLMaster服务已启动，启动参数包含控制台IP、端口、配置文件及自动重启，服务初始化正常
519,normal,"Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000",处理器插槽J02发现无效节点ECID（0000000000000000000000000000），属于硬件标识无效，未影响节点功能
520,normal,"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.",节点卡状态：告警0-3活跃，时钟模式为低功耗，时钟选择中板，物理JTAG复位已断言，ASIC JTAG复位未断言，无温度错误，电源状态正常，属于告警状态激活但无实质故障
522,normal,"Problem communicating with service card, ido chip: 00000000:00000000:00000000:FFF29F15:1F48000D:60EAE0B7. java.io.IOException: Could not find EthernetSwitch on port:address 1:136: 与Ido芯片00000000:00000000:00000000:FFF29F15:1F48000D:60EAE0B7的服务卡通信失败，捕获IO异常：在端口地址1",136未找到以太网交换机，属于网络配置错误
523,normal,Bad cable going into LinkCard (203937503438383700000000594C31314B35303134305945) Jtag (4) Port (C) - 2 bad wires,连接至链路卡（序列号203937503438383700000000594C31314B35303134305945）JTAG端口4、C端口的线缆损坏（2根线故障），属于硬件连接问题，未影响核心通信
524,normal,Missing reverse cable: Cable R16-M0-L1 4 E (J13) --> R06-M1-L1 4 D (J15) is present BUT the reverse cable R06-M1-L1 1 E (J05) --> R16-M0-L1 1 D (J07) is missing,无负面故障关键词，单次上报，符合系统布线检测正常提示场景
525,anomaly,Error: unable to mount filesystem,含核心异常关键词“Error”，对应文件系统挂载故障，符合Kc中“文件系统故障判定为异常”规则，无维护上下文标注
526,anomaly,Lustre mount FAILED : bglio212 : block_id : location,含“FAILED”核心异常关键词，属于Lustre文件系统挂载失败场景，符合Liberty系统典型异常规则，无正常状态描述
527,normal,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr, BglCtlPavTrace)",仅为ASSERT调试信息，无故障语义，单次上报无冗余
529,normal,Microloader Assertion,属于系统初始化阶段正常调试断言提示，无负面关键词，无关联故障告警
529,anomaly,Microloader Assertion,伴随硬件初始化失败关联告警，符合BG/L系统“断言+关联故障”异常判定规则，生产时段上报无维护上下文
531,normal,0:00003000 1:00088850 2:1eeeeeee 3:0000e0c0,仅为寄存器正常数值输出，无故障相关语义，符合日志结构化字段正常展示场景
533,normal,8:0000e0c0 9:00070000 10:000000e0 11:0008885c,寄存器数值无异常标识，无负面关键词，单次上报对应系统正常运行状态
534,normal,28:ffffc0c8 29:000001ff 30:000001ff 31:000894a8,寄存器状态无故障提示，符合BG/L系统硬件状态正常上报格式
538,anomaly,"MidplaneSwitchController::receiveTrain() iap failed: R63-M0-L2-U21-A, status=ffbffbff ec000000",含“failed”异常关键词，对应中板交换机接收故障，5秒内关联2节点冗余上报，符合硬件类异常冗余特征
539,normal,rts tree/torus link training failed: wanted: A C X+ X- Y+ Y- Z+ Z- got: A C X+ Y+ Y- Z+ Z-,链路训练未完全匹配但无硬件故障描述，属于正常路由调整，单次瞬时上报无冗余
540,normal,rts tree/torus link training failed: wanted: C X+ X- Y+ Y- Z+ Z- got: C X- Y+ Y- Z+,链路训练参数不匹配，无CRC错误、重传失败等异常关键词，符合BG/L环面网正常链路抖动场景
541,normal,rts tree/torus link training failed: wanted: A B C X+ X- Y+ Y- Z+ Z- got: A B C X+ X- Y+ Z+ Z-,链路训练缺失部分参数，无关联故障告警，属于系统初始化阶段正常适配过程
542,normal,rts tree/torus link training failed: wanted: A C X+ X- Y+ Y- Z+ Z- got: A C X+ Y+ Y- Z+,无硬件错误关键词，单次上报，对应环面网路由正常配置调整
543,normal,rts tree/torus link training failed: wanted: C X+ X- Y+ Y- Z+ Z- got: C X+ Y+ Y- Z+ Z-,链路训练参数差异无故障语义，无冗余报告，符合BG/L网络拓扑适配正常场景
544,normal,rts tree/torus link training failed: wanted: A B C X+ X- Y+ Y- Z+ Z- got: A B C X- Y+ Z+ Z-,无负面关键词，无关联告警，属于链路训练正常兼容范围
546,normal,rts tree/torus link training failed: wanted: A C X+ X- Y+ Y- Z+ Z- got: A C X+ X- Y+ Y- Z-,链路训练参数不完全匹配，无重传失败、死锁等异常，符合环面网正常工作特性
550,normal,"ddr: Unable to steer rank=0, symbol=12 - rank is already steering symbol 255. Due to multiple symbols being over the correctable error threshold, consider replacing the card",虽提示纠错阈值超限，但仅为维护建议，无当前硬件故障，符合正常状态提示规则
564,anomaly,ciodb exited abnormally due to signal: Aborted,含“exited abnormally”“Aborted”异常关键词，对应数据库进程异常终止，无维护上下文，符合软件类异常判定规则
565,normal,"ciod: Error loading /bgl/apps/SWL/stability/DDCMD//ddcMDbglV: invalid or missing program image, Permission denied",仅为权限不足导致的加载失败，无系统级故障语义，属于用户操作层面问题，非异常告警
566,normal,ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,核心文件生成属于程序调试正常输出，无故障关键词，单次执行无冗余
567,anomaly,rts: kernel terminated for reason 1001,含“kernel terminated”异常关键词，对应内核异常终止，无正常终止标识，符合BG/L软件类核心故障规则
568,normal,rts: bad message header: cpu 127 invalid (softheader=7ffffc30 10023320 00001001 a2f8074f) PSR0=00000000 PSR1=00000000 PRXF=0000002a PIXF=00000007,仅为消息头格式错误，无关联系统故障，单次上报无冗余
569,normal,rts: bad message header: packet index 4283373868 greater than max 366 (softheader=00000000 7ffffc40 7db7c4fe ff4f192c) PSR0=00000100 PSR1=00000000 PRXF=0002000a PIXF=00000007,消息索引异常无故障语义，无负面关键词，符合日志格式偶发错误场景
570,normal,rts: bad message header: index 0 greater than total 0 (softheader=00000002 00000001 00000000 00000000) PSR0=00000000 PSR1=00000000 PRXF=0000002a PIXF=00000007,消息头格式异常但无系统影响，无冗余报告，属于正常通信抖动
571,normal,rts: bad message header: expecting type 57 instead of type 3 (softheader=00a8ed88 86280003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,消息类型不匹配无故障关键词，无关联告警，符合单次通信异常场景
572,anomaly,kernel panic,核心异常关键词“kernel panic”，对应内核崩溃故障，符合Kc中“kernel panic直接判定为异常”规则，无正常状态描述
574,normal,mmcs_db_server has been started: ./mmcs_db_server --useDatabase BGL --dbproperties serverdb.properties --iolog /bgl/BlueLight/logs/BGL --reconnect-blocks all --shutdown-timeout 120,数据库服务正常启动日志，含明确启动参数，无负面语义
582,normal,iar 00105e94 dear 02f5883c,仅为指令地址与数据地址正常输出，无故障标识，符合BG/L系统硬件状态结构化日志格式
583,normal,SerialNumber(000000000000000000000000fff29f16bbdb000d60e94424) IpAddress(0.0.0.0) Status(A),设备序列号与IP地址正常上报，Status(A)表示活跃状态，无故障提示
584,normal,"NFS Mount failed on bglio5, slept 19 seconds, retrying (1)",虽提示挂载失败，但含“retrying”重试标识，属于临时网络波动导致的正常重试流程，非永久性故障
585,normal,CHECK_INITIAL_GLOBAL_INTERRUPT_VALUES,全局中断初始值检查日志，属于系统初始化正常校验步骤，无异常关键词
586,anomaly,Lustre mount FAILED : bglio660 : point /p/gb1,含“FAILED”核心异常关键词，对应Lustre文件系统挂载失败，无重试标识，符合软件类异常规则，无维护上下文
599,normal,28:00000004 29:00000001 30:00089cd0 31:000894a8,寄存器数值无故障语义，无负面关键词，符合BG/L系统正常运行时的状态上报
809,normal,"Error getting detailed hw info for node, caught java.io.IOException: Problems with the chip, could not pull all resets",虽含“Error”，但仅为硬件信息获取失败，无芯片实际故障，属于临时通信问题，单次上报无冗余
810,normal,Node card status: no ALERTS are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,明确标注“no ALERTS are active”，无硬件告警，符合节点卡正常状态描述
811,normal,Node card status: no ALERTS are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. THE 2.5 VOLT RAIL IS NOT OK. THE 1.5 VOLT RAIL IS NOT OK.,无活跃告警，电压异常已标注但未触发故障，属于状态提示而非异常
822,normal,data cache search parity error detected. attempting to correct,含“detected. attempting to correct”，表示奇偶校验错误正在纠正，无纠正失败标识，符合ECC正常纠错流程
913,anomaly,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",含“Error”异常关键词，树状网络接收数据包类型错误，伴随MPI操作失败关联告警，符合软件类通信异常规则
914,normal,ddr: activating redundant bit steering for next allocation: rank=0 symbol=18,属于DDR冗余位导向正常激活，为硬件冗余机制测试，无故障语义，符合BG/L内存保护正常流程
989,normal,L1 DCACHE summary averages: #ofDirtyLines: 232 out of 1024 #ofDirtyDblWord: 686 out of 4096,L1数据缓存状态统计，无错误关键词，符合系统缓存正常运行状态报告
991,normal,Temperature Over Limit on link card,链路卡温度超限但无硬件损坏描述，属于预警提示，未触发故障中断，单次上报无冗余
992,normal,Link PGOOD error latched on link card,PGOOD错误锁定但无链路中断，属于状态记录，无关联故障，符合硬件状态正常监控场景
1033,normal,total of 1 ddr error(s) detected and corrected,DDR错误已检测并纠正，无残留故障，符合ECC正常纠错规则，单次上报未超频次阈值
1035,normal,9 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,L3 EDRAM错误已纠正，无异常关键词，上报频次未超BG/L硬件故障速率阈值（单日≤3次）
1036,normal,"4 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 5",DDR错误已纠正，无故障残留，符合内存正常纠错流程，无冗余报告
1037,normal,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected,树状接收器同步状态事件，无故障语义，单次上报符合正常通信同步场景
1038,normal,"CE sym 29, at 0x0ea9fd60, mask 0x40",CE（Correctable Error）表示可纠正错误，无故障提示，符合ECC正常纠错日志格式
1039,normal,instruction cache parity error corrected,指令缓存奇偶校验错误已纠正，无纠正失败标识，符合硬件正常容错机制
1049,normal,instruction address: 0x000093fc,仅为指令地址正常输出，无故障相关语义，符合BG/L系统结构化日志展示规则
1052,normal,instruction plb error.............0,PLB（Processor Local Bus）无错误，数值“0”表示正常状态，符合硬件总线状态报告格式
1053,normal,data write plb error..............0,数据写入PLB无错误，数值“0”对应正常状态，无故障提示
1054,normal,tlb error.........................0,TLB（Translation Lookaside Buffer）无错误，数值“0”表示正常，符合内存管理单元状态报告
1055,normal,i-cache parity error..............0,指令缓存奇偶校验无错误，数值“0”对应正常状态，无故障语义
1056,normal,d-cache flush parity error........1,数据缓存刷新奇偶校验错误但无故障扩展，单次出现未超阈值，符合缓存正常偶发错误场景
1057,normal,imprecise machine check...........0,非精确机器检查无异常，数值“0”表示正常，符合BG/L机器检查状态报告规则
1058,normal,machine state register: 0x0002f900,机器状态寄存器数值无异常标识，符合系统正常运行时的寄存器状态
1059,normal,wait state enable.................0,等待状态未启用，数值“0”表示正常配置，无故障提示
1060,normal,critical input interrupt enable...0,关键输入中断未启用，数值“0”为正常配置，无异常语义
1061,normal,external input interrupt enable...0,外部输入中断未启用，数值“0”表示正常配置，符合系统中断管理规则
1062,normal,"problem state (0=sup,1=usr).......1",问题状态为用户模式（usr），属于正常运行状态，无故障提示
1063,normal,floating point instr. enabled.....1,浮点指令已启用，数值“1”表示正常配置，符合运算单元正常工作状态
1063,anomaly,floating point unavailable interrupt,含“unavailable interrupt”异常关键词，浮点指令不可用中断，无正常启用标识，符合软件类运算单元异常规则
1064,normal,machine check summary.............1,机器检查摘要无故障提示，数值“1”为正常统计标识，无负面语义
1064,anomaly,machine check interrupt,核心异常关键词“machine check interrupt”，对应机器检查中断故障，无正常状态描述，符合BG/L硬件类异常判定规则
1065,normal,floating pt ex mode 1 enable......1,浮点异常模式1已启用，数值“1”为正常配置，符合运算单元功能开启状态
1066,normal,debug wait enable.................0,调试等待未启用，数值“0”表示正常配置，无故障提示
1067,normal,debug interrupt enable............0,调试中断未启用，数值“0”为正常配置，符合系统调试模式管理规则
1068,normal,instruction address space.........0,指令地址空间无异常，数值“0”表示正常，符合内存地址管理状态
1069,normal,data address space................0,数据地址空间无异常，数值“0”表示正常，符合内存地址分配规则
1071,normal,disable store gathering..................0,存储聚合未禁用，数值“0”为正常配置，符合内存存储管理规则
1072,normal,disable apu instruction broadcast........0,APU指令广播未禁用，数值“0”表示正常配置，符合辅助处理单元工作规则
1073,normal,ciod: LOGIN chdir(/p/gb/rfisher/StirTurbDirect/16) failed: No such file or directory,仅为目录不存在导致的登录失败，无系统级故障，属于用户操作问题，非异常告警
1074,normal,"ciod: Error loading /home/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory",程序镜像缺失导致加载失败，无系统故障关联，属于文件路径问题，非异常
1075,normal,BGLMaster has been started: ./BGLMaster --consoleip 127.0.0.1 --consoleport 32035 --configfile bglmaster.init --autorestart y --db2profile /u/bgdb2cli/sqllib/db2profile --dbproperties db.properties,BGLMaster服务正常启动，含完整启动参数，无负面语义
1076,normal,ciodb has been restarted.,数据库服务正常重启日志，无异常关键词，符合服务管理正常操作流程
1077,normal,idoproxydb has been started: Name: V1R2M0_480_2005 Input parameters: -enableflush -loguserinfo db.properties BlueGene1,idoproxydb服务正常启动，含明确参数，无故障提示
1078,normal,"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type",含“warning”但已抑制后续中断，无故障扩展，属于正常预警提示，无冗余报告
1079,normal,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 516 seconds,树状接收器同步事件，516秒内仅1次，未超频次阈值，无故障语义
1080,normal,2 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected over 593 seconds,环面接收器输入管道错误已纠正，593秒内仅2次，符合正常纠错频次，无冗余特征
1081,normal,"1 ddr error(s) detected and corrected on rank 0, symbol 35 over 4307 seconds",DDR错误已纠正，4307秒内仅1次，未超BG/L内存故障速率阈值（10次/小时）
1082,normal,total of 1 ddr error(s) detected and corrected over 28783 seconds,DDR错误已纠正，长时间内仅1次，符合内存正常容错机制
1083,normal,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,L3 EDRAM错误已纠正，频次未超阈值，无故障残留
1084,anomaly,idoproxy communication failure: socket closed,含“communication failure”“socket closed”异常关键词，idoproxy通信故障，无正常连接恢复标识，符合软件类通信异常规则
1085,normal,2 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,环面接收器错误已纠正，无故障关键词，符合正常纠错流程
1086,normal,disable trace broadcast..................0,跟踪广播未禁用，数值“0”为正常配置，符合系统跟踪功能管理规则
1087,normal,guaranteed instruction cache block touch.0,指令缓存块触摸功能未启用，数值“0”表示正常配置，无故障提示
1088,normal,force load/store alignment...............0,强制加载/存储对齐未启用，数值“0”为正常配置，符合内存操作管理规则
1089,normal,icache prefetch depth....................0,指令缓存预取深度为0，属于正常配置，无性能故障提示
1096,anomaly,rts panic! - stopping execution,含“panic!”核心异常关键词，rts进程崩溃并停止执行，符合BG/L软件类严重故障规则，无正常终止标识
1097,normal,ciod: pollControlDescriptors: Detected the debugger died.,仅检测到调试器终止，无系统进程影响，属于调试工具状态提示，非异常告警
1101,normal,Machine Check Status Register: 0xa0800000,机器检查状态寄存器数值无异常标识，符合BG/L硬件状态正常上报格式
1102,normal,Machine State Register: 0x00003000,机器状态寄存器数值无故障语义，符合系统正常运行时的寄存器状态
1103,normal,Core Configuration Register 0: 0x00002000,核心配置寄存器数值为正常配置，无异常标识
1104,normal,DDR failing info register: DDR Fail Info Register: 0x80004000,DDR故障信息寄存器无实际故障记录，数值为正常标识
1105,normal,General Purpose Registers:,通用寄存器列表展示，无错误关键词，符合BG/L结构化日志正常输出格式
1106,normal,r00=0x00003000 r01=0x00088850 r02=0x1eeeeeee r03=0x0000ef58,通用寄存器数值无异常，符合系统正常运行状态
1108,normal,r08=0x0000ef48 r09=0x00070000 r10=0x000000e0 r11=0x0008885c,通用寄存器数值无故障提示，符合硬件正常工作状态
1109,normal,r12=0x42000024 r13=0x1eeeeeee r14=0xffffffff r15=0xffffffff,通用寄存器数值无异常标识，符合内存正常分配状态
1110,normal,r16=0x00000000 r17=0x00000000 r18=0x00000000 r19=0x00000000,通用寄存器数值为默认正常状态，无故障语义
1111,normal,r20=0x00000000 r21=0x00000000 r22=0x00000000 r23=0x00000000,通用寄存器数值无异常，符合系统初始化正常状态
1112,normal,r24=0x00000000 r25=0xffffc000 r26=0x00000000 r27=0x00000000,通用寄存器数值无故障提示，符合内存正常映射状态
1113,normal,r28=0xffffc0c8 r29=0x000001ff r30=0x000001ff r31=0x0008db74,通用寄存器数值无异常标识，符合系统正常运行状态
1114,normal,Special Purpose Registers:,特殊用途寄存器列表展示，无错误关键词，符合BG/L结构化日志格式
1115,normal,lr=0x00000474 cr=0x44000024 xer=0x20000002 ctr=0x00000000,特殊用途寄存器数值无异常，符合硬件正常工作状态
1116,normal,msr=0x00003000 dear=0x0012af3c esr=0x00000000 fpscr=0x82064000,特殊用途寄存器数值无故障语义，符合系统正常运行状态
1117,normal,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,调试与控制寄存器数值无异常，符合调试功能正常配置状态
1118,normal,Floating Point Status and Control Register: 0x82064000,浮点状态控制寄存器数值无异常，符合浮点运算单元正常工作状态
