content,event_id,template,label
- 1222 2005.08.04 UNKNOWN_LOCATION 2005-08-04-15.39.50.374720 UNKNOWN_LOCATION  DISCOVERY INFO Ido chip status changed: FF:F2:9F:15:7E:6E:00:0D:60:EA:81:91 ip=10.0.1.155 v=13 t=1 status=M Thu Aug 04 15:31:25 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>,normal
- 522 2005.07.01 UNKNOWN_LOCATION 2005-07-01-08.25.20.466953 UNKNOWN_LOCATION  DISCOVERY INFO Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>,normal
"- 1442 2005.09.20  2005-09-20-13.41.10.218619  RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",normal
"- 1215 2005.08.03  2005-08-03-16.14.20.667595  RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",normal
- 301 2005.06.14 R25-M1-N7-C:J09-U11 2005-06-14-11.26.58.490506 R25-M1-N7-C:J09-U11 RAS KERNEL FATAL instruction address space.........0,E75,instruction address space.........<*>,normal
- 196 2005.06.14 R16-M1-N9-C:J16-U11 2005-06-14-09.16.35.364588 R16-M1-N9-C:J16-U11 RAS KERNEL FATAL instruction address: 0x00004ed8,E76,instruction address: <*>,normal
- 450 2005.06.26 R05-M1-N8-C:J15-U11 2005-06-26-10.29.31.819506 R05-M1-N8-C:J15-U11 RAS KERNEL INFO instruction address: 0x0062fe04,E76,instruction address: <*>,normal
- 66 2005.06.06 R02-M1-N0-C:J12-U11 2005-06-06-11.11.07.787886 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,E77,instruction cache parity error corrected,normal
- 319 2005.06.14 R02-M1-N0-C:J12-U11 2005-06-14-21.51.40.083003 R02-M1-N0-C:J12-U11 RAS KERNEL INFO instruction cache parity error corrected,E77,instruction cache parity error corrected,normal
"- 1954 2005.12.06 R27-M1-NF-C:J17-U01 2005-12-06-19.38.52.768522 R27-M1-NF-C:J17-U01 RAS KERNEL INFO Kernel detected 3747792 integer alignment exceptions (3747785) iar 0x00544ea8, dear 0x01fc9220 (3747786) iar 0x00544eb8, dear 0x01fc9240 (3747787) iar 0x00544ea8, dear 0x01fc9260 (3747788) iar 0x00544eb8, dear 0x01fc9280 (3747789) iar 0x00544ee0, dear 0x01fc92a0 (3747790) iar 0x00544ef0, dear 0x01fc92c0 (3747791) iar 0x00544ee0, dear 0x01fc92e0 (3747792) iar 0x00544ef0, dear 0x01fc9300",E78,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",normal
"- 1957 2005.12.06 R31-M0-NF-C:J07-U11 2005-12-06-20.05.23.094186 R31-M0-NF-C:J07-U11 RAS KERNEL INFO Kernel detected 4898338 integer alignment exceptions (4898331) iar 0x00544ea8, dear 0x049e75e0 (4898332) iar 0x00544eb8, dear 0x049e7600 (4898333) iar 0x00544ea8, dear 0x049e7620 (4898334) iar 0x00544eb8, dear 0x049e7640 (4898335) iar 0x00544ee0, dear 0x049e7660 (4898336) iar 0x00544ef0, dear 0x049e7680 (4898337) iar 0x00544ee0, dear 0x049e76a0 (4898338) iar 0x00544ef0, dear 0x049e76c0",E78,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",normal
- 1774 2005.11.21 R26-M0-N0-I:J18-U11 2005-11-21-07.00.30.773283 R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),E82,MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),normal
- 1770 2005.11.21 R26-M0-N0-I:J18-U11 2005-11-21-06.41.29.787206 R26-M0-N0-I:J18-U11 RAS KERNEL INFO MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),E82,MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),normal
- 262 2005.06.14 R26-M1-N4-C:J13-U11 2005-06-14-10.44.58.632865 R26-M1-N4-C:J13-U11 RAS KERNEL FATAL machine check enable..............0,E83,machine check enable..............<*>,normal
- 261 2005.06.14 R27-M1-ND-C:J09-U01 2005-06-14-10.44.45.851799 R27-M1-ND-C:J09-U01 RAS KERNEL FATAL machine check enable..............0,E83,machine check enable..............<*>,normal
- 225 2005.06.14 R25-M0-N3-C:J13-U11 2005-06-14-09.59.17.720736 R25-M0-N3-C:J13-U11 RAS KERNEL FATAL machine check: i-fetch......................0,E84,machine check: i-fetch......................<*>,normal
- 208 2005.06.14 R25-M1-N9-C:J06-U11 2005-06-14-09.42.00.555171 R25-M1-N9-C:J06-U11 RAS KERNEL FATAL machine check: i-fetch......................0,E84,machine check: i-fetch......................<*>,normal
- 285 2005.06.14 R21-M1-N2-C:J10-U11 2005-06-14-11.01.10.339106 R21-M1-N2-C:J10-U11 RAS KERNEL FATAL machine state register: 0x00002000,E85,machine state register: <*>,normal
- 288 2005.06.14 R24-M0-NC-C:J12-U11 2005-06-14-11.02.30.070774 R24-M0-NC-C:J12-U11 RAS KERNEL FATAL machine state register: 0x00002000,E85,machine state register: <*>,normal
- 1991 2005.12.26 R61-M0-N3-C:J11-U11 2005-12-26-05.13.59.265193 R61-M0-N3-C:J11-U11 RAS KERNEL FATAL Machine State Register: 0x0002f900,E86,Machine State Register: <*>,normal
- 1206 2005.08.02 UNKNOWN_LOCATION 2005-08-02-21.28.33.869729 UNKNOWN_LOCATION  DISCOVERY INFO New ido chip inserted into the database: FF:F2:9F:16:C4:C2:00:0D:60:E9:3B:3D ip=10.2.1.37 v=13 t=4,E88,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,normal
- 1200 2005.08.02 UNKNOWN_LOCATION 2005-08-02-15.27.18.161989 UNKNOWN_LOCATION  DISCOVERY INFO New ido chip inserted into the database: FF:F2:9F:15:1F:72:00:0D:60:EA:E0:8D ip=10.7.0.13 v=9 t=2,E88,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,normal
"- 1371 2005.08.28 R54-M0-NC-I:J18-U01 2005-08-28-03.35.58.673640 R54-M0-NC-I:J18-U01 RAS KERNEL INFO NFS Mount failed on bglio716, slept 15 seconds, retrying (1)",E89,"NFS Mount failed on bglio<*>, slept <*> seconds, retrying (<*>)",normal
"- 1372 2005.08.28 R05-M0-NC-I:J18-U11 2005-08-28-03.36.01.417658 R05-M0-NC-I:J18-U11 RAS KERNEL INFO NFS Mount failed on bglio91, slept 15 seconds, retrying (1)",E89,"NFS Mount failed on bglio<*>, slept <*> seconds, retrying (<*>)",normal
- 1395 2005.09.09 R13-M0-N2-C:J09-U01 2005-09-09-05.04.02.346866 R13-M0-N2-C:J09-U01 RAS KERNEL INFO 1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,E9,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected,normal
- 621 2005.07.08 R05-M0-N2 2005-07-08-23.15.03.798449 R05-M0-N2  DISCOVERY WARNING Node card is not fully functional,E90,Node card is not fully functional,normal
- 1230 2005.08.09 R74-M0-N1 2005-08-09-10.53.17.485009 R74-M0-N1  DISCOVERY WARNING Node card is not fully functional,E90,Node card is not fully functional,normal
"- 1203 2005.08.02 R00-M0-N2 2005-08-02-17.58.07.084868 R00-M0-N2  DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.",E91,"Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.",normal
- 1231 2005.08.09 R26-M0-N7 2005-08-09-11.01.08.922516 R26-M0-N7  DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,E92,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.,normal
- 1330 2005.08.27 R11-M1-N7 2005-08-27-18.49.52.912954 R11-M1-N7  DISCOVERY ERROR Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,E92,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.,normal
"- 1384 2005.09.02 R63-M1-N0 2005-09-02-15.50.54.754016 R63-M1-N0  DISCOVERY INFO Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04CC81389C2FFFFF03071B7048DF, found 04D780871F2FFFFF08031BD046E2",E93,"Node card VPD check: U<*> node in processor card slot J<*> do not match. VPD ecid <*>, found <*>",normal
"- 1204 2005.08.02 R00-M0-ND 2005-08-02-17.58.13.994269 R00-M0-ND  DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2, found 0000000000000000000000000000",E93,"Node card VPD check: U<*> node in processor card slot J<*> do not match. VPD ecid <*>, found <*>",normal
"- 1934 2005.12.03 R10-M1-N2 2005-12-03-09.29.59.645290 R10-M1-N2  HARDWARE WARNING PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648",E95,"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",normal
"- 292 2005.06.14 R21-M1-NA-C:J07-U01 2005-06-14-11.10.02.651943 R21-M1-NA-C:J07-U01 RAS KERNEL FATAL problem state (0=sup,1=usr).......0",E97,"problem state (<*>=sup,<*>=usr).......<*>",normal
"- 291 2005.06.14 R20-M1-N1-C:J10-U01 2005-06-14-11.09.45.838343 R20-M1-N1-C:J10-U01 RAS KERNEL FATAL problem state (0=sup,1=usr).......0",E97,"problem state (<*>=sup,<*>=usr).......<*>",normal
- 449 2005.06.26 R03-M1-NC-C:J05-U11 2005-06-26-10.29.15.890436 R03-M1-NC-C:J05-U11 RAS KERNEL INFO program interrupt,E98,program interrupt,normal
- 433 2005.06.26 R07-M1-N0-C:J15-U11 2005-06-26-09.19.41.368208 R07-M1-N0-C:J15-U11 RAS KERNEL INFO program interrupt,E98,program interrupt,normal
- 278 2005.06.14 R24-M1-N5-C:J09-U01 2005-06-14-10.58.29.332156 R24-M1-N5-C:J09-U01 RAS KERNEL FATAL program interrupt: fp cr field .............0,E99,program interrupt: fp cr field .............<*>,normal
- 277 2005.06.14 R20-M1-NB-C:J11-U11 2005-06-14-10.57.55.166387 R20-M1-NB-C:J11-U11 RAS KERNEL FATAL program interrupt: fp cr field .............0,E99,program interrupt: fp cr field .............<*>,normal
KERNRTSP 823 2005.07.11 R01-M0-N1-C:J09-U11 2005-07-11-14.03.37.675251 R01-M0-N1-C:J09-U11 RAS KERNEL FATAL rts panic! - stopping execution,E108,rts panic! - stopping execution,anomaly
KERNTERM 1259 2005.08.15 R71-M0-NA-C:J12-U11 2005-08-15-21.45.19.228173 R71-M0-NA-C:J12-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1003,E111,rts: kernel terminated for reason <*>,anomaly
KERNTERM 1748 2005.11.14 R46-M1-NE-C:J14-U11 2005-11-14-18.25.23.269634 R46-M1-NE-C:J14-U11 RAS KERNEL FATAL rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>,anomaly
APPSEV 1401 2005.09.12 R41-M1-N4-I:J18-U11 2005-09-12-08.31.43.214677 R41-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41304: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,anomaly
APPSEV 1405 2005.09.15 R72-M1-N0-I:J18-U01 2005-09-15-08.28.31.789429 R72-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37916: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,anomaly
"APPRES 1781 2005.11.21 R22-M0-N0-I:J18-U01 2005-11-21-13.41.44.752517 R22-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",anomaly
"APPRES 1779 2005.11.21 R13-M1-N4-I:J18-U11 2005-11-21-13.40.58.052836 R13-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52839, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",anomaly
"APPTO 1778 2005.11.21 R14-M0-NC-I:J18-U11 2005-11-21-11.08.04.944948 R14-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out",E31,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",anomaly
"APPTO 1784 2005.11.21 R16-M1-NC-I:J18-U11 2005-11-21-14.47.03.703578 R16-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out",E31,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",anomaly
"APPSEV 1788 2005.11.24 R14-M0-N8-I:J18-U01 2005-11-24-09.38.05.459006 R14-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",anomaly
"APPSEV 1792 2005.11.26 R54-M0-N0-I:J18-U01 2005-11-26-04.48.53.869394 R54-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",anomaly
APPREAD 10 2005.06.04 R27-M1-N4-I:J18-U01 2005-06-04-00.24.36.222560 R27-M1-N4-I:J18-U01 RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33370,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,anomaly
APPREAD 9 2005.06.04 R04-M1-N4-I:J18-U11 2005-06-04-00.24.32.432192 R04-M1-N4-I:J18-U11 RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33569,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,anomaly
APPOUT 1973 2005.12.11 R63-M1-N0-I:J18-U11 2005-12-11-19.19.09.737509 R63-M1-N0-I:J18-U11 RAS APP FATAL ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error,anomaly
KERNSTOR 173 2005.06.13 R02-M0-N0-C:J10-U01 2005-06-13-17.44.11.050768 R02-M0-N0-C:J10-U01 RAS KERNEL FATAL data storage interrupt,E52,data storage interrupt,anomaly
KERNSTOR 193 2005.06.14 R06-M0-N0-C:J11-U11 2005-06-14-09.13.51.996954 R06-M0-N0-C:J11-U11 RAS KERNEL FATAL data storage interrupt,E52,data storage interrupt,anomaly
KERNDTLB 126 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-19.31.50.792512 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,E55,data TLB error interrupt,anomaly
KERNDTLB 145 2005.06.11 R30-M0-N9-C:J16-U01 2005-06-11-21.32.09.069241 R30-M0-N9-C:J16-U01 RAS KERNEL FATAL data TLB error interrupt,E55,data TLB error interrupt,anomaly
"KERNREC 1521 2005.10.28 R63-M1-N5-C:J17-U01 2005-10-28-13.00.11.719498 R63-M1-N5-C:J17-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",anomaly
"KERNREC 1750 2005.11.14 R46-M1-N1-C:J02-U01 2005-11-14-18.25.42.152117 R46-M1-N1-C:J02-U01 RAS KERNEL FATAL Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",anomaly
KERNMNTF 1768 2005.11.21 R04-M1-N8-I:J18-U01 2005-11-21-04.23.18.419757 R04-M1-N8-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio78 : block_id : location,E80,Lustre mount FAILED : bglio<*> : block_id : location,anomaly
KERNMNTF 1382 2005.09.02 R10-M1-N4-I:J18-U01 2005-09-02-13.24.02.308650 R10-M1-N4-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio136 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,anomaly
KERNMNTF 1404 2005.09.13 R30-M0-N4-I:J18-U01 2005-09-13-09.02.05.602211 R30-M0-N4-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio388 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,anomaly
